observation_date,B096RC1Q027SBEA_20130228,B096RC1Q027SBEA_20130328,B096RC1Q027SBEA_20130426,B096RC1Q027SBEA_20130731,B096RC1Q027SBEA_20130926,B096RC1Q027SBEA_20131107,B096RC1Q027SBEA_20140130,B096RC1Q027SBEA_20140228,B096RC1Q027SBEA_20140327,B096RC1Q027SBEA_20140430,B096RC1Q027SBEA_20140529,B096RC1Q027SBEA_20140730,B096RC1Q027SBEA_20140926,B096RC1Q027SBEA_20141030,B096RC1Q027SBEA_20150130,B096RC1Q027SBEA_20150227,B096RC1Q027SBEA_20150327,B096RC1Q027SBEA_20150429,B096RC1Q027SBEA_20150730,B096RC1Q027SBEA_20150925,B096RC1Q027SBEA_20151029,B096RC1Q027SBEA_20151222,B096RC1Q027SBEA_20160129,B096RC1Q027SBEA_20160226,B096RC1Q027SBEA_20160325,B096RC1Q027SBEA_20160428,B096RC1Q027SBEA_20160729,B096RC1Q027SBEA_20160929,B096RC1Q027SBEA_20161028,B096RC1Q027SBEA_20161222,B096RC1Q027SBEA_20170127,B096RC1Q027SBEA_20170228,B096RC1Q027SBEA_20170428,B096RC1Q027SBEA_20170526,B096RC1Q027SBEA_20170728,B096RC1Q027SBEA_20170830,B096RC1Q027SBEA_20170928,B096RC1Q027SBEA_20171027,B096RC1Q027SBEA_20171221,B096RC1Q027SBEA_20180126,B096RC1Q027SBEA_20180228,B096RC1Q027SBEA_20180328,B096RC1Q027SBEA_20180427,B096RC1Q027SBEA_20180727,B096RC1Q027SBEA_20180927,B096RC1Q027SBEA_20181026,B096RC1Q027SBEA_20181221,B096RC1Q027SBEA_20190228,B096RC1Q027SBEA_20190426,B096RC1Q027SBEA_20190726,B096RC1Q027SBEA_20190829,B096RC1Q027SBEA_20190926,B096RC1Q027SBEA_20191030,B096RC1Q027SBEA_20191220,B096RC1Q027SBEA_20200130,B096RC1Q027SBEA_20200227,B096RC1Q027SBEA_20200429,B096RC1Q027SBEA_20200730,B096RC1Q027SBEA_20200827,B096RC1Q027SBEA_20200930,B096RC1Q027SBEA_20201029,B096RC1Q027SBEA_20201125,B096RC1Q027SBEA_20201222,B096RC1Q027SBEA_20210128,B096RC1Q027SBEA_20210225
1972-01-01,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056,6.056
1972-04-01,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152,6.152
1972-07-01,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12,7.12
1972-10-01,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004,7.004
1973-01-01,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876,5.876
1973-04-01,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628,5.628
1973-07-01,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632,4.632
1973-10-01,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46,4.46
1974-01-01,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452,3.452
1974-04-01,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78
1974-07-01,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052,3.052
1974-10-01,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48,3.48
1975-01-01,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08,4.08
1975-04-01,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112,4.112
1975-07-01,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
1975-10-01,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752,4.752
1976-01-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956,4.956
1976-04-01,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652,4.652
1976-07-01,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872,4.872
1976-10-01,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264,5.264
1977-01-01,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612,5.612
1977-04-01,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652,5.652
1977-07-01,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208,6.208
1977-10-01,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088,10.088
1978-01-01,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46,8.46
1978-04-01,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14,8.14
1978-07-01,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048,8.048
1978-10-01,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14,10.14
1979-01-01,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052,8.052
1979-04-01,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452,8.452
1979-07-01,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792,7.792
1979-10-01,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52,8.52
1980-01-01,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852,8.852
1980-04-01,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276,9.276
1980-07-01,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716,9.716
1980-10-01,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94,9.94
1981-01-01,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176,10.176
1981-04-01,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308,10.308
1981-07-01,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.7,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712,10.712
1981-10-01,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088,13.088
1982-01-01,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.6,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552,13.552
1982-04-01,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.2,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152,13.152
1982-07-01,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.6,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58,12.58
1982-10-01,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968,18.968
1983-01-01,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.4,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444,19.444
1983-04-01,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136,21.136
1983-07-01,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.8,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756,21.756
1983-10-01,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112,21.112
1984-01-01,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.8,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812,20.812
1984-04-01,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604,20.604
