observation_date,HMLBSHNO_20100610,HMLBSHNO_20100917,HMLBSHNO_20101209,HMLBSHNO_20110310,HMLBSHNO_20110609,HMLBSHNO_20110916,HMLBSHNO_20111208,HMLBSHNO_20120308,HMLBSHNO_20120607,HMLBSHNO_20120920,HMLBSHNO_20121206,HMLBSHNO_20130307,HMLBSHNO_20130606,HMLBSHNO_20130925,HMLBSHNO_20131209,HMLBSHNO_20140306,HMLBSHNO_20140605,HMLBSHNO_20140918,HMLBSHNO_20141211,HMLBSHNO_20150312,HMLBSHNO_20150611,HMLBSHNO_20150918,HMLBSHNO_20151210,HMLBSHNO_20160310,HMLBSHNO_20160609,HMLBSHNO_20160916,HMLBSHNO_20161208,HMLBSHNO_20170309,HMLBSHNO_20170608,HMLBSHNO_20170921,HMLBSHNO_20171207,HMLBSHNO_20180308,HMLBSHNO_20180607,HMLBSHNO_20180920,HMLBSHNO_20181206,HMLBSHNO_20190307,HMLBSHNO_20190606,HMLBSHNO_20190920,HMLBSHNO_20191212,HMLBSHNO_20200312,HMLBSHNO_20200611
1989-01-01,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.2,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.88,2088.877,2088.877,2088.877,2088.877,2088.877,2088.877,2088.877,2088.877,2088.877
1989-04-01,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2145.82,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.49,2146.493,2146.493,2146.493,2146.493,2146.493,2146.493,2146.493,2146.493,2146.493
1989-07-01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.01,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69,2210.69
1989-10-01,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2259.47,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.12,2260.115,2260.115,2260.115,2260.115,2260.115,2260.115,2260.115,2260.115,2260.115
1990-01-01,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.29,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.91,2334.912,2334.912,2334.912,2334.912,2334.912,2334.912,2334.912,2334.912,2334.912
1990-04-01,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2394.84,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.41,2395.411,2395.411,2395.411,2395.411,2395.411,2395.411,2395.411,2395.411,2395.411
1990-07-01,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.21,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.74,2446.737,2446.737,2446.737,2446.737,2446.737,2446.737,2446.737,2446.737,2446.737
1990-10-01,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2488.76,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.26,2489.255,2489.255,2489.255,2489.255,2489.255,2489.255,2489.255,2489.255,2489.255
1991-01-01,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2528.69,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.15,2529.152,2529.152,2529.152,2529.152,2529.152,2529.152,2529.152,2529.152,2529.152
1991-04-01,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2589.66,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.11,2590.113,2590.113,2590.113,2590.113,2590.113,2590.113,2590.113,2590.113,2590.113
1991-07-01,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.57,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.97,2613.968,2613.968,2613.968,2613.968,2613.968,2613.968,2613.968,2613.968,2613.968
1991-10-01,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2666.97,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.36,2667.356,2667.356,2667.356,2667.356,2667.356,2667.356,2667.356,2667.356,2667.356
1992-01-01,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.36,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.72,2707.721,2707.721,2707.721,2707.721,2707.721,2707.721,2707.721,2707.721,2707.721
1992-04-01,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.35,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.7,2740.695,2740.695,2740.695,2740.695,2740.695,2740.695,2740.695,2740.695,2740.695
1992-07-01,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.0,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.33,2795.327,2795.327,2795.327,2795.327,2795.327,2795.327,2795.327,2795.327,2795.327
1992-10-01,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.03,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.36,2840.35,2840.35,2840.35,2840.353,2840.353,2840.353,2840.353,2840.353,2840.353,2840.353,2840.353,2840.353
1993-01-01,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2853.84,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.17,2854.166,2854.188,2854.188,2854.188,2854.188,2854.188,2854.188,2854.188,2854.188
1993-04-01,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.46,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.78,2907.79,2907.79,2907.79,2907.787,2907.828,2907.828,2907.828,2907.828,2907.828,2907.828,2907.828,2907.828
1993-07-01,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.61,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.93,2957.94,2957.94,2957.94,2957.937,2958.017,2958.017,2958.017,2958.017,2958.017,2958.017,2958.017,2958.017
1993-10-01,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2998.73,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.03,2999.06,2999.06,2999.06,2999.062,2999.178,2999.178,2999.178,2999.178,2999.178,2999.178,2999.178,2999.178
1994-01-01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.01,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.31,3029.32,3029.32,3029.32,3029.316,3029.469,3029.469,3029.469,3029.469,3029.469,3029.469,3029.469,3029.469
1994-04-01,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.09,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.39,3074.394,3074.622,3074.622,3074.622,3074.622,3074.622,3074.622,3074.622,3074.622
1994-07-01,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.45,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.74,3120.742,3121.049,3121.049,3121.049,3121.049,3121.049,3121.049,3121.049,3121.049
1994-10-01,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.25,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.54,3165.55,3165.55,3165.55,3165.549,3165.94,3165.94,3165.94,3165.94,3165.94,3165.94,3165.94,3165.94
1995-01-01,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.2,3191.48,3191.48,3191.48,3191.48,3191.48,3191.48,3191.49,3191.49,3191.49,3191.49,3191.49,3191.49,3191.49,3191.48,3191.48,3191.48,3191.476,3191.926,3191.926,3191.926,3191.926,3191.926,3191.926,3191.926,3191.926
1995-04-01,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.41,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.69,3237.7,3237.7,3237.7,3237.696,3238.302,3238.302,3238.302,3238.302,3238.302,3238.302,3238.302,3238.302
1995-07-01,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3288.84,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.13,3289.134,3289.771,3289.771,3289.771,3289.771,3289.771,3289.771,3289.771,3289.771
1995-10-01,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3318.89,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.18,3319.182,3319.925,3319.925,3319.925,3319.925,3319.925,3319.925,3319.925,3319.925
1996-01-01,3364.21,3364.21,3364.21,3364.21,3364.21,3364.21,3364.21,3364.21,3377.22,3377.22,3377.22,3377.22,3377.22,3377.22,3377.22,3377.22,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.53,3377.527,3378.306,3378.306,3378.306,3378.306,3378.306,3378.306,3378.306,3378.306
1996-04-01,3417.5,3417.5,3417.5,3417.5,3417.5,3417.5,3417.5,3417.5,3430.57,3430.57,3430.57,3430.57,3430.57,3430.57,3430.57,3430.57,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.89,3430.888,3431.661,3431.661,3431.661,3431.661,3431.661,3431.661,3431.661,3431.661
1996-07-01,3474.57,3474.57,3474.57,3474.57,3474.57,3474.57,3474.57,3474.57,3487.73,3487.73,3487.73,3487.73,3487.73,3487.73,3487.73,3487.73,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.05,3488.838,3488.838,3488.838,3488.838,3488.838,3488.838,3488.838,3488.838
1996-10-01,3523.78,3523.78,3523.78,3523.78,3523.78,3523.78,3523.78,3523.78,3536.96,3536.96,3536.96,3536.96,3536.96,3536.96,3536.96,3536.96,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.29,3537.293,3538.132,3538.132,3538.132,3538.132,3538.132,3538.132,3538.132,3538.132
1997-01-01,3565.63,3565.63,3565.63,3565.63,3565.63,3565.63,3565.63,3565.63,3579.27,3579.27,3579.27,3579.27,3579.27,3579.27,3579.24,3579.24,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.57,3579.568,3580.473,3580.473,3580.473,3580.473,3580.473,3580.473,3580.473,3580.473
1997-04-01,3616.78,3616.78,3616.78,3616.78,3616.78,3616.78,3616.78,3616.78,3630.7,3630.7,3630.7,3630.7,3630.7,3630.7,3630.66,3630.66,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.0,3631.924,3631.924,3631.924,3631.924,3631.924,3631.924,3631.924,3631.924
1997-07-01,3701.78,3701.78,3701.78,3701.78,3701.78,3701.78,3701.78,3701.78,3715.71,3715.71,3715.71,3715.71,3715.71,3715.71,3715.67,3715.67,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3716.02,3717.007,3717.007,3717.007,3717.007,3717.007,3717.007,3717.007,3717.007
1997-10-01,3739.25,3739.25,3739.25,3739.25,3739.25,3739.25,3739.25,3739.25,3752.88,3752.88,3752.88,3752.88,3752.88,3752.88,3752.84,3752.84,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.2,3753.196,3754.238,3754.238,3754.238,3754.238,3754.238,3754.238,3754.238,3754.238
1998-01-01,3793.13,3793.13,3793.13,3793.13,3793.13,3793.13,3793.13,3793.13,3807.9,3807.9,3807.9,3807.9,3807.9,3807.9,3808.06,3808.06,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.42,3808.422,3809.49,3809.49,3809.49,3809.49,3809.49,3809.49,3809.49,3809.49
1998-04-01,3872.74,3872.74,3872.74,3872.74,3872.74,3872.74,3872.74,3872.74,3886.42,3886.42,3886.42,3886.42,3886.42,3886.42,3886.54,3886.54,3886.92,3886.92,3886.92,3886.92,3886.92,3886.92,3886.93,3886.93,3886.93,3886.93,3886.93,3886.93,3886.93,3886.93,3886.93,3886.93,3886.925,3888.138,3888.138,3888.138,3888.138,3888.138,3888.138,3888.138,3888.138
1998-07-01,3948.56,3948.56,3948.56,3948.56,3948.56,3948.56,3948.56,3948.56,3963.03,3963.03,3963.03,3963.03,3963.03,3963.03,3963.22,3963.22,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.62,3963.618,3964.84,3964.84,3964.84,3964.84,3964.84,3964.84,3964.84,3964.84
1998-10-01,4040.62,4040.62,4040.62,4040.62,4040.62,4040.62,4040.62,4040.62,4053.99,4053.99,4053.99,4053.99,4053.99,4053.99,4054.24,4054.24,4054.65,4054.65,4054.65,4054.65,4054.65,4054.65,4054.66,4054.66,4054.66,4054.66,4054.66,4054.66,4054.66,4054.66,4054.66,4054.66,4054.655,4057.442,4057.442,4057.442,4057.442,4057.442,4057.442,4057.442,4057.442
1999-01-01,4119.27,4119.27,4119.27,4119.27,4119.27,4119.27,4119.27,4119.27,4133.25,4133.25,4133.25,4133.25,4133.25,4133.25,4133.44,4133.44,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.87,4133.871,4136.676,4136.676,4136.676,4136.676,4136.676,4136.676,4136.676,4136.676
1999-04-01,4216.1,4216.1,4216.1,4216.1,4216.1,4216.1,4216.1,4216.1,4229.72,4229.72,4229.72,4229.72,4229.72,4229.72,4229.93,4229.93,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4230.37,4233.199,4233.199,4233.199,4233.199,4233.199,4233.199,4233.199,4233.199
1999-07-01,4334.7,4334.7,4334.7,4334.7,4334.7,4334.7,4334.7,4334.7,4347.71,4347.71,4347.71,4347.71,4347.71,4347.71,4347.93,4347.93,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.39,4348.385,4351.224,4351.224,4351.224,4351.224,4351.224,4351.224,4351.224,4351.224
1999-10-01,4416.26,4416.26,4416.26,4416.26,4416.26,4416.34,4416.34,4416.34,4430.84,4430.84,4430.84,4430.84,4430.84,4430.84,4431.09,4431.09,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.56,4431.564,4434.475,4434.475,4434.475,4434.475,4434.475,4434.475,4434.475,4434.475
2000-01-01,4478.24,4478.24,4478.24,4478.24,4478.24,4478.27,4478.27,4478.27,4492.96,4492.96,4492.96,4492.96,4492.96,4493.07,4493.32,4493.32,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.81,4493.812,4496.731,4496.731,4496.731,4496.731,4496.731,4496.731,4496.731,4496.731
2000-04-01,4589.69,4589.69,4589.69,4589.69,4589.69,4589.73,4589.73,4589.73,4605.2,4605.2,4605.2,4605.2,4605.2,4605.68,4605.68,4605.68,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.2,4606.196,4609.105,4609.105,4609.105,4609.105,4609.105,4609.105,4609.105,4609.105
2000-07-01,4703.29,4703.29,4703.29,4703.29,4703.29,4703.32,4703.32,4703.32,4719.15,4719.15,4719.15,4719.15,4719.15,4718.38,4718.38,4718.38,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.91,4718.906,4721.811,4721.811,4721.811,4721.811,4721.811,4721.811,4721.811,4721.811
2000-10-01,4798.35,4798.35,4798.35,4798.35,4798.35,4798.39,4798.39,4798.39,4813.97,4813.97,4813.97,4813.97,4813.97,4813.35,4813.35,4813.35,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.87,4813.874,4816.784,4816.784,4816.784,4816.784,4816.784,4816.784,4816.784,4816.784
2001-01-01,4883.31,4883.31,4883.31,4883.31,4883.31,4883.35,4883.35,4883.35,4897.56,4897.56,4897.56,4897.56,4897.56,4897.91,4897.91,4897.91,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.47,4898.473,4901.36,4901.36,4901.36,4901.36,4901.36,4901.36,4901.36,4901.36
2001-04-01,5043.46,5043.46,5043.46,5043.46,5043.46,5043.51,5043.51,5043.51,5059.21,5059.21,5059.21,5059.21,5059.21,5058.72,5058.72,5058.72,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.3,5059.297,5062.2,5062.2,5062.2,5062.2,5062.2,5062.2,5062.2,5062.201
2001-07-01,5194.82,5194.82,5194.82,5194.82,5194.82,5194.86,5194.86,5194.86,5207.55,5207.55,5207.55,5207.55,5207.55,5207.07,5207.07,5207.07,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.64,5207.639,5210.501,5210.501,5210.501,5210.501,5210.501,5210.501,5210.501,5210.501
2001-10-01,5305.41,5305.41,5305.41,5305.41,5305.41,5305.45,5305.45,5305.45,5320.85,5320.85,5320.85,5320.85,5320.85,5321.5,5321.5,5321.5,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.04,5322.3,5322.04,5322.04,5322.04,5322.036,5324.935,5324.935,5324.935,5324.935,5324.935,5324.935,5324.935,5324.935
2002-01-01,5442.78,5442.78,5442.78,5442.78,5442.78,5442.83,5442.83,5442.83,5458.36,5458.36,5458.36,5458.36,5458.36,5459.09,5459.09,5459.09,5459.64,5459.64,5459.54,5459.54,5459.54,5459.54,5459.54,5459.54,5459.54,5459.54,5459.54,5459.54,5459.95,5459.54,5459.54,5459.54,5459.539,5462.407,5462.407,5462.407,5462.407,5462.407,5462.407,5462.407,5462.408
2002-04-01,5619.42,5619.42,5619.42,5619.42,5619.42,5619.47,5619.47,5619.47,5635.0,5635.0,5635.0,5635.0,5635.0,5635.18,5635.18,5635.18,5635.73,5635.73,5635.62,5635.62,5635.62,5635.62,5635.62,5635.62,5635.62,5635.62,5635.62,5635.62,5636.01,5636.28,5636.28,5636.28,5636.28,5639.128,5639.128,5639.128,5639.128,5639.128,5639.128,5639.128,5639.129
2002-07-01,5812.76,5812.76,5812.76,5812.76,5812.76,5812.82,5812.82,5812.82,5830.12,5830.12,5830.12,5830.12,5830.12,5829.98,5829.98,5830.19,5830.75,5830.75,5830.63,5830.63,5830.63,5830.63,5830.63,5830.63,5830.63,5830.63,5830.63,5830.63,5831.01,5830.82,5830.82,5830.82,5830.821,5833.619,5833.619,5833.619,5833.619,5833.619,5833.619,5833.619,5833.621
