observation_date,HMLBSHNO_20100610,HMLBSHNO_20100917,HMLBSHNO_20101209,HMLBSHNO_20110310,HMLBSHNO_20110609,HMLBSHNO_20110916,HMLBSHNO_20111208,HMLBSHNO_20120308,HMLBSHNO_20120607,HMLBSHNO_20120920,HMLBSHNO_20121206,HMLBSHNO_20130307,HMLBSHNO_20130606,HMLBSHNO_20130925,HMLBSHNO_20131209,HMLBSHNO_20140306,HMLBSHNO_20140605,HMLBSHNO_20140918,HMLBSHNO_20141211,HMLBSHNO_20150312,HMLBSHNO_20150611,HMLBSHNO_20150918,HMLBSHNO_20151210,HMLBSHNO_20160310,HMLBSHNO_20160609,HMLBSHNO_20160916,HMLBSHNO_20161208,HMLBSHNO_20170309,HMLBSHNO_20170608,HMLBSHNO_20170921,HMLBSHNO_20171207,HMLBSHNO_20180308,HMLBSHNO_20180607,HMLBSHNO_20180920,HMLBSHNO_20181206,HMLBSHNO_20190307,HMLBSHNO_20190606,HMLBSHNO_20190920,HMLBSHNO_20191212,HMLBSHNO_20200312,HMLBSHNO_20200611
2002-10-01,6009.94,6009.94,6009.94,6009.94,6009.94,6010.0,6010.0,6010.0,6025.57,6025.57,6025.57,6025.57,6025.57,6027.42,6027.42,6027.6,6028.18,6028.18,6028.04,6028.04,6028.04,6028.04,6028.04,6028.05,6028.05,6028.05,6028.05,6028.05,6028.57,6028.32,6028.32,6028.32,6028.323,6031.127,6031.127,6031.127,6031.127,6031.127,6031.127,6031.127,6031.127
2003-01-01,6185.78,6185.78,6185.78,6185.78,6185.91,6185.97,6185.97,6185.97,6201.57,6201.57,6201.57,6201.57,6201.57,6202.06,6202.06,6202.32,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6202.91,6203.38,6202.52,6202.52,6202.52,6202.521,6205.332,6205.332,6205.332,6205.332,6205.332,6205.332,6205.332,6205.332
2003-04-01,6444.19,6444.19,6444.19,6444.19,6444.28,6444.36,6444.36,6444.36,6460.02,6460.02,6460.02,6460.02,6460.02,6460.53,6460.53,6460.74,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.33,6461.78,6461.33,6461.33,6461.33,6461.33,6464.262,6464.262,6464.262,6464.262,6464.262,6464.262,6463.499,6463.499
2003-07-01,6687.11,6687.11,6687.11,6687.11,6687.19,6687.28,6687.28,6687.28,6702.2,6701.74,6701.74,6701.74,6701.74,6702.24,6702.23,6702.55,6703.17,6703.19,6703.19,6703.19,6703.19,6703.19,6703.19,6703.15,6703.08,6703.08,6703.08,6703.09,6703.51,6705.69,6705.75,6705.74,6705.686,6708.59,6708.635,6708.635,6708.656,6708.651,6708.649,6707.889,6707.868
2003-10-01,6894.44,6894.44,6894.44,6894.44,6894.52,6894.62,6894.62,6894.62,6907.89,6907.01,6907.01,6907.01,6907.01,6908.54,6908.62,6909.27,6909.91,6909.88,6909.88,6909.88,6909.88,6909.88,6909.88,6909.88,6909.82,6909.81,6909.82,6909.84,6910.24,6912.84,6913.04,6913.02,6912.911,6915.715,6915.909,6915.911,6915.952,6915.943,6915.938,6914.93,6914.885
2004-01-01,7064.89,7064.89,7064.89,7064.89,7065.44,7065.55,7065.55,7065.55,7079.08,7078.06,7078.06,7081.16,7081.16,7082.2,7082.52,7083.06,7083.7,7083.66,7083.66,7083.66,7083.66,7083.66,7083.66,7083.66,7083.6,7083.58,7083.57,7083.56,7085.62,7087.43,7087.48,7087.48,7087.54,7090.899,7091.007,7091.017,7090.995,7091.001,7091.004,7089.671,7089.695
2004-04-01,7336.97,7336.97,7336.97,7336.97,7337.57,7337.7,7337.82,7337.82,7351.52,7351.84,7351.84,7354.63,7354.63,7355.94,7356.31,7356.84,7357.48,7357.55,7357.55,7357.55,7357.55,7357.55,7357.55,7357.55,7357.48,7357.48,7357.48,7357.48,7359.44,7357.91,7357.91,7357.91,7357.907,7361.412,7361.412,7361.412,7361.412,7361.412,7361.412,7360.239,7360.24
2004-07-01,7578.81,7578.81,7578.81,7578.81,7580.71,7580.88,7580.02,7580.02,7592.21,7595.33,7595.33,7598.32,7598.32,7597.12,7597.37,7597.77,7598.4,7598.5,7598.5,7598.5,7598.5,7598.52,7598.52,7598.52,7598.45,7598.22,7598.22,7598.22,7602.72,7602.96,7602.74,7602.74,7602.741,7606.876,7606.628,7606.628,7606.624,7606.625,7606.625,7605.405,7605.405
2004-10-01,7835.31,7835.31,7835.31,7835.31,7838.23,7838.5,7838.5,7838.5,7852.39,7855.82,7855.82,7858.37,7858.37,7857.62,7858.36,7858.8,7859.4,7859.43,7859.43,7859.43,7859.43,7859.47,7859.47,7859.48,7859.43,7859.08,7859.08,7859.07,7869.16,7856.47,7856.54,7856.55,7856.556,7860.088,7860.166,7860.164,7860.159,7860.163,7860.163,7859.148,7859.149
2005-01-01,8050.02,8050.02,8050.02,8050.02,8052.67,8052.99,8053.9,8054.91,8068.41,8070.83,8070.83,8073.52,8073.52,8072.72,8073.38,8073.74,8074.34,8074.36,8074.36,8074.36,8074.36,8074.25,8074.25,8074.25,8074.19,8073.95,8073.95,8073.94,8090.07,8086.16,8086.23,8086.24,8086.24,8089.96,8090.027,8090.027,8090.024,8090.028,8090.029,8089.019,8089.02
2005-04-01,8331.65,8331.65,8331.65,8331.65,8334.04,8335.27,8335.14,8336.03,8348.5,8351.27,8351.27,8355.19,8355.19,8354.32,8354.98,8355.27,8355.88,8355.95,8355.95,8355.95,8355.95,8355.88,8355.88,8355.89,8355.82,8355.82,8355.82,8355.82,8376.53,8376.59,8376.59,8376.59,8376.59,8380.726,8380.726,8380.726,8380.726,8380.726,8380.726,8379.698,8379.699
2005-07-01,8619.05,8619.05,8619.05,8619.05,8621.13,8622.4,8622.65,8623.42,8637.14,8640.29,8640.29,8649.18,8649.18,8651.02,8652.24,8652.48,8653.09,8653.17,8653.17,8653.17,8653.17,8652.98,8652.98,8652.98,8652.89,8653.02,8653.02,8653.02,8672.14,8674.3,8674.32,8674.32,8674.32,8678.922,8678.933,8678.934,8678.933,8678.926,8678.926,8677.993,8677.993
2005-10-01,8874.3,8874.3,8874.3,8874.3,8877.27,8878.53,8880.09,8880.77,8891.03,8894.54,8894.54,8907.11,8907.11,8910.17,8911.68,8912.05,8912.67,8912.7,8912.7,8912.7,8912.7,8912.52,8912.52,8912.52,8912.46,8912.71,8912.71,8912.71,8934.81,8936.59,8936.6,8936.6,8936.609,8941.515,8941.524,8941.52,8941.499,8941.492,8941.492,8940.398,8940.398
2006-01-01,9171.96,9171.96,9171.96,9171.96,9173.88,9175.36,9174.6,9176.74,9187.57,9192.38,9206.45,9207.14,9207.14,9209.92,9217.16,9217.5,9218.18,9218.22,9218.22,9218.22,9218.22,9217.97,9217.97,9217.97,9217.92,9218.0,9218.0,9217.99,9242.69,9240.61,9240.74,9240.74,9240.746,9245.35,9240.613,9240.618,9240.606,9240.601,9240.601,9239.54,9239.54
2006-04-01,9476.86,9476.86,9476.86,9476.86,9478.65,9480.06,9478.58,9480.53,9488.53,9493.76,9506.86,9508.03,9508.58,9511.93,9518.73,9519.03,9519.73,9519.79,9519.99,9519.99,9519.99,9519.8,9519.8,9519.8,9519.74,9519.74,9519.74,9519.74,9545.42,9545.22,9545.22,9545.22,9545.216,9550.193,9547.689,9547.689,9547.689,9547.689,9547.689,9546.648,9546.649
2006-07-01,9712.17,9712.17,9712.17,9712.17,9713.78,9715.08,9712.61,9716.41,9724.25,9728.95,9741.65,9742.85,9743.36,9750.31,9757.63,9757.9,9758.66,9758.71,9758.9,9758.97,9758.97,9758.68,9758.68,9758.68,9758.63,9758.65,9758.65,9758.64,9783.82,9784.77,9784.7,9784.69,9784.702,9790.146,9787.725,9787.728,9787.726,9787.717,9787.717,9786.684,9786.681
2006-10-01,9865.04,9865.04,9865.04,9865.04,9866.53,9867.65,9862.93,9868.55,9874.13,9879.23,9893.36,9896.48,9896.95,9903.78,9909.05,9909.28,9910.03,9910.09,9910.27,9910.42,9910.41,9910.17,9910.17,9910.17,9910.12,9910.29,9910.25,9910.25,9933.23,9935.48,9935.57,9935.57,9935.557,9941.215,9941.347,9941.344,9941.343,9941.325,9941.324,9940.273,9940.27
2007-01-01,10062.89,10063.94,10063.94,10065.2,10065.21,10066.26,10064.99,10071.55,10076.7,10091.4,10092.13,10096.04,10096.46,10105.46,10121.25,10121.46,10122.25,10122.54,10123.57,10123.79,10123.79,10123.5,10123.5,10123.5,10123.43,10123.49,10123.49,10123.49,10144.09,10148.57,10148.5,10148.5,10148.487,10154.762,10143.452,10143.447,10143.446,10143.421,10143.42,10142.45,10142.449
2007-04-01,10267.13,10267.69,10267.69,10267.27,10267.58,10268.58,10267.48,10273.25,10277.06,10291.42,10292.11,10296.27,10296.66,10306.26,10321.75,10321.82,10322.65,10322.87,10323.82,10324.12,10324.12,10323.85,10323.85,10323.85,10323.78,10323.78,10323.78,10323.78,10343.98,10343.38,10343.38,10343.38,10343.378,10349.36,10338.341,10338.341,10338.341,10338.341,10338.341,10337.291,10337.293
2007-07-01,10418.83,10419.09,10419.09,10419.39,10419.69,10421.33,10424.52,10430.2,10435.32,10453.7,10454.34,10476.53,10476.9,10483.09,10506.04,10506.19,10507.07,10507.29,10508.19,10508.41,10508.41,10508.08,10508.08,10508.08,10508.0,10508.07,10508.05,10508.05,10529.23,10532.94,10532.62,10532.61,10532.602,10538.905,10520.348,10520.346,10520.35,10520.344,10520.344,10519.447,10519.453
2007-10-01,10538.54,10539.52,10539.52,10539.88,10540.18,10542.11,10540.44,10545.74,10548.66,10566.86,10567.44,10579.74,10580.09,10587.64,10610.34,10610.48,10611.39,10611.69,10613.16,10613.31,10613.31,10613.03,10613.03,10613.03,10612.96,10613.05,10613.08,10613.08,10632.82,10638.4,10638.0,10637.99,10637.97,10644.212,10625.894,10625.883,10625.897,10625.881,10625.886,10624.988,10624.993
2008-01-01,10612.47,10612.96,10612.87,10611.85,10612.14,10612.97,10612.16,10617.22,10619.14,10634.39,10635.4,10647.36,10651.79,10660.5,10689.77,10691.12,10692.68,10693.04,10694.47,10694.54,10694.54,10694.24,10694.24,10694.24,10694.14,10694.22,10694.24,10694.23,10712.88,10716.24,10715.86,10715.84,10715.824,10722.065,10697.609,10697.594,10697.616,10697.602,10697.602,10696.582,10696.589
2008-04-01,10608.33,10608.14,10607.96,10606.43,10606.71,10607.1,10606.11,10610.91,10612.42,10627.41,10628.37,10640.03,10644.28,10652.0,10687.87,10689.14,10690.97,10691.18,10692.56,10692.56,10692.56,10692.27,10692.27,10692.26,10692.16,10692.16,10692.16,10692.16,10709.79,10709.16,10709.16,10709.16,10709.16,10715.518,10683.884,10683.884,10683.884,10683.884,10683.884,10682.873,10682.871
2008-07-01,10572.12,10571.13,10570.86,10568.79,10569.06,10559.57,10557.64,10562.26,10564.0,10581.7,10576.5,10587.44,10591.57,10601.22,10654.9,10656.15,10657.9,10658.14,10659.47,10659.5,10659.5,10658.98,10658.98,10658.98,10658.9,10658.95,10669.71,10669.73,10686.71,10686.89,10686.21,10686.22,10686.19,10692.695,10654.85,10654.857,10654.851,10654.825,10654.829,10653.864,10653.867
2008-10-01,10496.94,10498.26,10497.89,10495.49,10495.74,10494.53,10492.17,10496.49,10497.44,10514.65,10509.11,10519.07,10523.08,10534.38,10576.05,10577.27,10578.95,10579.36,10580.61,10580.67,10580.67,10580.07,10580.07,10580.07,10579.95,10580.13,10595.56,10595.55,10612.06,10609.12,10608.02,10608.02,10607.947,10614.5,10578.399,10578.407,10578.385,10578.323,10578.327,10577.121,10577.259
2009-01-01,10496.57,10500.75,10502.38,10500.24,10500.6,10497.8,10495.94,10500.1,10500.63,10515.9,10510.23,10519.42,10523.13,10531.7,10573.83,10575.01,10577.2,10577.7,10578.9,10579.0,10579.0,10578.55,10578.55,10578.55,10578.4,10578.48,10598.58,10598.6,10614.55,10609.17,10608.15,10608.14,10608.169,10614.926,10578.244,10578.248,10578.237,10578.382,10578.387,10577.024,10577.025
2009-04-01,10461.89,10463.59,10464.03,10461.95,10462.96,10459.97,10457.88,10461.84,10461.44,10476.35,10470.31,10478.61,10482.18,10488.93,10530.72,10531.99,10536.3,10536.48,10537.63,10537.76,10537.76,10537.51,10537.51,10537.51,10537.41,10537.41,10562.18,10562.18,10577.49,10577.09,10577.09,10577.09,10577.086,10583.532,10548.316,10548.316,10548.316,10548.316,10548.316,10546.956,10546.813
2009-07-01,10394.35,10396.46,10397.08,10395.08,10396.73,10394.51,10391.73,10397.44,10399.94,10416.36,10408.34,10416.02,10419.56,10425.54,10466.53,10467.76,10472.94,10473.23,10474.33,10474.5,10474.5,10474.27,10474.27,10474.26,10474.18,10474.19,10503.67,10503.67,10518.37,10518.09,10519.07,10519.07,10519.087,10525.062,10491.304,10491.304,10491.298,10491.119,10491.139,10489.638,10489.369
2009-10-01,10334.37,10335.17,10336.74,10339.79,10342.07,10347.87,10345.75,10351.22,10353.15,10369.18,10360.94,10368.09,10373.5,10377.0,10416.02,10417.34,10417.58,10418.1,10419.16,10419.36,10419.36,10419.31,10419.31,10419.31,10419.23,10419.52,10453.63,10453.64,10467.71,10467.26,10468.21,10468.24,10468.213,10474.805,10442.797,10442.797,10442.793,10442.589,10442.608,10441.137,10441.134
2010-01-01,10240.3,10199.62,10237.53,10240.77,10221.94,10222.99,10222.33,10227.54,10226.42,10238.4,10230.2,10222.48,10228.29,10231.63,10268.99,10270.13,10274.53,10275.08,10275.95,10276.19,10276.19,10276.16,10276.16,10282.38,10282.31,10282.44,10321.23,10321.25,10334.85,10336.37,10337.41,10337.43,10337.412,10343.899,10312.312,10312.311,10312.309,10312.312,10312.319,10310.814,10310.828
2010-04-01,,10150.35,10189.08,10192.5,10173.7,10171.17,10170.16,10175.28,10173.58,10183.23,10174.99,10152.24,10157.76,10162.81,10199.2,10200.27,10205.29,10205.42,10206.24,10206.51,10206.51,10206.29,10206.29,10212.51,10212.44,10212.44,10255.89,10255.89,10269.0,10268.72,10268.72,10268.72,10268.722,10276.115,10244.605,10244.605,10244.605,10244.605,10244.605,10243.046,10243.074
2010-07-01,,,10124.69,10124.98,10106.15,10101.4,10099.89,10104.62,10101.89,10109.87,10101.32,10063.9,10069.13,10078.01,10113.75,10114.8,10120.03,10120.39,10121.17,10121.59,10121.61,10121.3,10121.3,10127.52,10127.46,10127.41,10175.54,10175.55,10188.22,10189.47,10189.59,10189.6,10189.611,10197.279,10166.235,10166.236,10166.259,10166.151,10166.164,10164.768,10164.8
2010-10-01,,,,10069.56,10055.36,10048.39,10046.38,10050.9,10051.28,9950.88,9941.93,9889.83,9895.18,9906.17,9906.72,9907.21,9912.69,9914.22,9914.98,9915.54,9915.58,9915.42,9915.42,9921.59,9921.53,9921.68,9970.94,9970.95,9983.17,9985.23,9985.32,9985.34,9985.357,9993.259,9993.502,9993.508,9993.513,9993.404,9993.417,9991.963,9991.975
2011-01-01,,,,,9987.93,9981.96,9983.22,9984.92,9983.12,9884.68,9875.48,9823.58,9829.01,9839.51,9839.8,9840.5,9858.53,9859.27,9859.88,9860.61,9860.04,9859.91,9859.91,9866.06,9866.01,9866.14,9916.52,9916.52,9928.39,9930.14,9930.1,9930.1,9930.1,9938.131,9938.279,9938.276,9938.277,9938.362,9938.366,9936.762,9936.778
2011-04-01,,,,,,9934.91,9935.92,9936.93,9922.89,9826.47,9817.0,9765.22,9770.41,9782.29,9782.67,9783.44,9800.84,9800.95,9801.54,9802.41,9801.26,9801.01,9801.01,9807.16,9807.1,9807.1,9858.63,9858.63,9870.1,9869.23,9869.23,9869.23,9869.226,9877.316,9877.316,9877.316,9877.316,9877.324,9877.324,9875.69,9875.691
2011-07-01,,,,,,,9882.24,9882.41,9869.91,9773.69,9764.39,9712.44,9717.95,9730.89,9731.01,9731.79,9750.14,9750.42,9750.87,9750.97,9749.2,9748.88,9748.89,9755.03,9754.98,9755.04,9807.72,9807.74,9818.85,9817.53,9817.11,9817.1,9817.095,9825.546,9825.06,9825.048,9825.046,9824.946,9824.991,9823.443,9823.337
2011-10-01,,,,,,,,9840.52,9818.7,9721.56,9712.7,9660.71,9666.15,9677.75,9677.79,9678.1,9697.55,9698.51,9698.94,9698.27,9695.86,9695.82,9695.83,9701.95,9701.9,9702.17,9756.0,9756.04,9766.82,9769.95,9769.48,9769.49,9769.493,9778.158,9777.796,9777.823,9777.827,9777.75,9777.856,9776.368,9776.165
2012-01-01,,,,,,,,,9733.74,9639.98,9630.7,9578.77,9584.52,9593.87,9593.89,9594.28,9637.94,9642.48,9642.53,9641.12,9638.2,9637.58,9637.81,9643.74,9643.7,9643.76,9698.7,9698.77,9709.23,9710.82,9710.83,9710.82,9710.818,9718.849,9718.9,9718.904,9718.719,9718.774,9718.945,9717.311,9717.005
2012-04-01,,,,,,,,,,9589.1,9574.43,9522.6,9528.27,9536.79,9536.85,9537.0,9579.74,9587.57,9587.31,9585.19,9581.8,9579.39,9579.84,9585.37,9585.34,9585.34,9641.43,9641.52,9652.43,9652.04,9652.04,9652.04,9652.035,9660.202,9660.202,9660.202,9660.09,9660.046,9660.312,9658.575,9658.194
2012-07-01,,,,,,,,,,,9488.59,9436.05,9442.12,9448.69,9449.16,9449.47,9531.47,9543.56,9542.81,9540.7,9536.49,9533.44,9533.33,9538.72,9538.69,9538.98,9596.2,9596.39,9606.9,9607.52,9607.69,9607.71,9607.695,9616.224,9616.217,9616.227,9616.103,9615.947,9616.118,9614.24,9614.19
2012-10-01,,,,,,,,,,,,9430.47,9432.04,9436.31,9436.89,9435.21,9481.74,9497.86,9496.79,9494.66,9490.23,9486.72,9486.08,9490.8,9490.75,9491.41,9549.77,9550.07,9560.22,9557.94,9558.41,9558.42,9558.411,9566.459,9566.631,9566.631,9564.019,9563.921,9563.985,9562.028,9562.29
2013-01-01,,,,,,,,,,,,,9378.83,9386.61,9388.79,9387.55,9431.98,9451.86,9449.24,9446.88,9442.88,9439.67,9437.6,9441.95,9441.89,9442.13,9501.63,9502.04,9511.11,9510.88,9511.72,9511.76,9511.767,9519.948,9520.335,9520.343,9521.097,9521.107,9521.037,9519.009,9519.579
2013-04-01,,,,,,,,,,,,,,9344.83,9362.99,9360.75,9407.9,9429.85,9425.85,9423.76,9420.52,9416.89,9413.35,9416.77,9408.98,9408.97,9469.61,9470.13,9477.97,9477.62,9478.26,9478.26,9478.259,9486.753,9486.753,9486.753,9487.43,9487.392,9487.215,9485.272,9486.167
2013-07-01,,,,,,,,,,,,,,,9373.3,9382.43,9416.11,9442.01,9435.35,9434.16,9433.05,9430.01,9425.67,9428.98,9420.56,9420.72,9482.49,9482.86,9488.44,9488.74,9489.27,9489.27,9489.276,9497.841,9497.661,9497.662,9497.53,9497.531,9497.205,9495.176,9496.289
2013-10-01,,,,,,,,,,,,,,,,9371.64,9386.17,9415.88,9407.87,9405.77,9405.86,9403.7,9398.04,9401.24,9403.75,9403.89,9466.82,9467.03,9472.36,9473.99,9474.65,9474.65,9474.638,9483.065,9483.011,9483.015,9481.007,9481.18,9480.718,9478.483,9479.744
2014-01-01,,,,,,,,,,,,,,,,,9349.1,9381.84,9374.21,9372.94,9373.91,9375.97,9370.57,9373.78,9377.18,9376.28,9439.72,9434.45,9437.95,9439.58,9440.27,9440.27,9440.269,9448.745,9448.785,9448.783,9445.054,9445.242,9444.635,9442.434,9443.92
2014-04-01,,,,,,,,,,,,,,,,,,9374.64,9360.99,9362.74,9370.19,9371.59,9366.74,9369.92,9379.07,9372.33,9436.22,9428.99,9433.22,9432.97,9433.54,9433.54,9433.539,9442.214,9442.214,9442.214,9434.856,9434.87,9434.106,9431.988,9433.69
2014-07-01,,,,,,,,,,,,,,,,,,,9373.45,9374.98,9386.34,9387.91,9381.74,9384.88,9391.93,9385.41,9449.73,9440.9,9445.54,9443.27,9444.06,9444.05,9444.053,9452.457,9452.486,9452.479,9445.17,9445.158,9444.414,9442.275,9444.072
2014-10-01,,,,,,,,,,,,,,,,,,,,9379.76,9403.05,9403.2,9397.39,9400.57,9403.62,9397.07,9461.07,9454.89,9455.63,9455.01,9455.83,9455.82,9455.824,9464.521,9464.474,9464.473,9455.471,9455.573,9454.858,9452.53,9454.434
2015-01-01,,,,,,,,,,,,,,,,,,,,,9370.5,9374.28,9368.52,9372.12,9374.24,9368.76,9433.56,9426.58,9427.68,9427.48,9428.45,9428.45,9425.269,9434.881,9434.663,9434.666,9423.745,9427.101,9426.408,9424.063,9426.125
2015-04-01,,,,,,,,,,,,,,,,,,,,,,9412.55,9411.64,9417.3,9417.27,9409.31,9475.44,9464.29,9471.41,9468.98,9470.49,9470.5,9464.144,9473.942,9473.942,9473.942,9461.22,9467.649,9466.979,9464.34,9466.545
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,9459.88,9468.74,9470.32,9456.69,9522.86,9509.56,9521.81,9516.88,9517.76,9517.79,9508.255,9518.34,9517.723,9517.732,9503.225,9512.903,9512.4,9509.907,9512.35
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,9490.55,9493.85,9479.63,9547.19,9536.22,9556.19,9585.03,9586.01,9586.07,9573.355,9583.585,9583.13,9583.143,9566.534,9579.614,9579.276,9576.788,9579.425
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,9510.6,9497.36,9565.72,9544.79,9560.92,9589.31,9590.53,9590.58,9577.213,9586.032,9586.181,9586.191,9567.34,9576.506,9576.326,9573.963,9576.833
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,9553.17,9621.21,9602.3,9623.77,9652.47,9653.99,9653.47,9638.616,9647.264,9647.754,9647.754,9627.121,9632.782,9632.782,9630.202,9633.326
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,9707.47,9690.32,9702.66,9731.31,9733.37,9733.46,9717.825,9728.604,9728.161,9728.163,9705.332,9707.666,9710.272,9707.808,9710.524
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,9753.66,9768.65,9793.16,9796.09,9794.38,9777.862,9785.918,9784.808,9784.809,9759.772,9758.751,9763.97,9761.359,9763.661
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9812.7,9838.03,9850.54,9850.94,9833.063,9831.122,9827.095,9836.625,9813.824,9809.648,9817.58,9815.291,9817.787
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9901.97,9926.21,9929.4,9911.603,9913.34,9908.591,9908.076,9887.45,9880.502,9891.16,9889.132,9891.878
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10012.17,10017.38,9999.573,10000.525,9992.711,9993.492,9974.31,9963.425,9974.306,9972.222,9975.575
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10085.12,10076.223,10076.353,10070.393,10070.718,10053.681,10039.452,10050.566,10048.506,10052.434
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10110.497,10115.388,10106.925,10108.317,10094.047,10076.571,10086.935,10084.283,10088.282
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10181.549,10176.114,10188.451,10177.18,10156.852,10167.425,10163.679,10167.673
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10266.647,10280.439,10271.592,10250.129,10259.801,10255.922,10259.347
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10336.876,10331.198,10309.747,10321.001,10316.233,10320.149
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10355.717,10337.928,10348.266,10345.748,10350.594
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10414.597,10432.322,10430.125,10436.663
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10517.445,10524.339,10534.563
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10610.139,10600.098
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10659.089
