observation_date,W011RC1Q027SBEA_20130228,W011RC1Q027SBEA_20130328,W011RC1Q027SBEA_20130426,W011RC1Q027SBEA_20130731,W011RC1Q027SBEA_20130926,W011RC1Q027SBEA_20131107,W011RC1Q027SBEA_20131220,W011RC1Q027SBEA_20140130,W011RC1Q027SBEA_20140228,W011RC1Q027SBEA_20140327,W011RC1Q027SBEA_20140430,W011RC1Q027SBEA_20140730,W011RC1Q027SBEA_20141030,W011RC1Q027SBEA_20150130,W011RC1Q027SBEA_20150227,W011RC1Q027SBEA_20150429,W011RC1Q027SBEA_20150730,W011RC1Q027SBEA_20150925,W011RC1Q027SBEA_20151029,W011RC1Q027SBEA_20160129,W011RC1Q027SBEA_20160226,W011RC1Q027SBEA_20160325,W011RC1Q027SBEA_20160428,W011RC1Q027SBEA_20160729,W011RC1Q027SBEA_20161028,W011RC1Q027SBEA_20161222,W011RC1Q027SBEA_20170127,W011RC1Q027SBEA_20170428,W011RC1Q027SBEA_20170728,W011RC1Q027SBEA_20171027,W011RC1Q027SBEA_20180126,W011RC1Q027SBEA_20180427,W011RC1Q027SBEA_20180628,W011RC1Q027SBEA_20180727,W011RC1Q027SBEA_20181026,W011RC1Q027SBEA_20190228,W011RC1Q027SBEA_20190328,W011RC1Q027SBEA_20190426,W011RC1Q027SBEA_20190530,W011RC1Q027SBEA_20190627,W011RC1Q027SBEA_20190726,W011RC1Q027SBEA_20190829,W011RC1Q027SBEA_20191030,W011RC1Q027SBEA_20191127,W011RC1Q027SBEA_20200130,W011RC1Q027SBEA_20200326,W011RC1Q027SBEA_20200429,W011RC1Q027SBEA_20200625,W011RC1Q027SBEA_20200730,W011RC1Q027SBEA_20201029,W011RC1Q027SBEA_20210128
1975-01-01,1.5,1.5,1.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096
1975-04-01,1.5,1.5,1.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1
1975-07-01,1.5,1.5,1.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104,1.104
1975-10-01,1.5,1.5,1.5,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124,1.124
1976-01-01,1.6,1.6,1.6,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
1976-04-01,1.6,1.6,1.6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188,1.188
1976-07-01,1.6,1.6,1.6,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184,1.184
1976-10-01,1.6,1.6,1.6,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26,1.26
1977-01-01,1.6,1.6,1.6,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264,1.264
1977-04-01,1.8,1.8,1.8,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404,1.404
1977-07-01,2.1,2.1,2.1,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756,1.756
1977-10-01,2.3,2.3,2.3,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.9,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884,1.884
1978-01-01,2.4,2.4,2.4,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028,2.028
1978-04-01,2.6,2.6,2.6,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18,2.18
1978-07-01,2.8,2.8,2.8,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304,2.304
1978-10-01,2.9,2.9,2.9,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4
1979-01-01,2.9,2.9,2.9,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452,2.452
1979-04-01,3.1,3.1,3.1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52,2.52
1979-07-01,3.2,3.2,3.2,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572,2.572
1979-10-01,3.3,3.3,3.3,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628,2.628
1980-01-01,3.5,3.5,3.5,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736,2.736
1980-04-01,3.6,3.6,3.6,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832,2.832
1980-07-01,3.5,3.5,3.5,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78,2.78
1980-10-01,5.0,5.0,5.0,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22,4.22
1981-01-01,4.3,4.3,4.3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472,3.472
1981-04-01,3.9,3.9,3.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98,2.98
1981-07-01,4.1,4.1,4.1,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016,3.016
1981-10-01,4.3,4.3,4.3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044,3.044
1982-01-01,5.4,5.4,5.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952,3.952
1982-04-01,5.7,5.7,5.7,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256,4.256
1982-07-01,5.8,5.8,5.8,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524,4.524
1982-10-01,5.9,5.9,5.9,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792,4.792
1983-01-01,5.7,5.7,5.7,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788,4.788
1983-04-01,6.0,6.0,6.0,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108,5.108
1983-07-01,6.2,6.2,6.2,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304,5.304
1983-10-01,6.7,6.7,6.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68,5.68
1984-01-01,7.1,7.1,7.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096,6.096
1984-04-01,7.4,7.4,7.4,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288,6.288
1984-07-01,7.5,7.5,7.5,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344,6.344
1984-10-01,7.6,7.6,7.6,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368,6.368
1985-01-01,8.3,8.3,8.3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048,7.048
1985-04-01,14.0,14.0,14.0,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804,12.804
1985-07-01,8.4,8.4,8.4,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252,7.252
1985-10-01,8.3,8.3,8.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28,7.28
1986-01-01,8.3,8.3,8.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308,7.308
1986-04-01,8.5,8.5,8.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536,7.536
1986-07-01,7.6,7.6,7.6,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708,6.708
1986-10-01,9.7,9.7,9.7,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892,8.892
1987-01-01,10.4,10.4,10.4,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62,9.62
1987-04-01,11.5,11.5,11.5,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772,10.772
1987-07-01,10.9,10.9,10.9,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.1,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136,10.136
1987-10-01,11.1,11.1,11.1,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296,10.296
1988-01-01,9.8,9.8,9.8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984,8.984
1988-04-01,10.1,10.1,10.1,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228,9.228
1988-07-01,10.7,10.7,10.7,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.9,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864,9.864
1988-10-01,11.3,11.3,11.3,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.4,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352,10.352
1989-01-01,11.8,11.8,11.8,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.9,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86,10.86
1989-04-01,12.2,12.2,12.2,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.3,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252,11.252
1989-07-01,13.5,13.5,13.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544,12.544
1989-10-01,13.4,13.4,13.4,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492,12.492
1990-01-01,13.0,13.0,13.0,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.1,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12,12.12
1990-04-01,13.4,13.4,13.4,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.5,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504,12.504
1990-07-01,14.4,14.4,14.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436,13.436
