observation_date,W011RC1Q027SBEA_20130228,W011RC1Q027SBEA_20130328,W011RC1Q027SBEA_20130426,W011RC1Q027SBEA_20130731,W011RC1Q027SBEA_20130926,W011RC1Q027SBEA_20131107,W011RC1Q027SBEA_20131220,W011RC1Q027SBEA_20140130,W011RC1Q027SBEA_20140228,W011RC1Q027SBEA_20140327,W011RC1Q027SBEA_20140430,W011RC1Q027SBEA_20140730,W011RC1Q027SBEA_20141030,W011RC1Q027SBEA_20150130,W011RC1Q027SBEA_20150227,W011RC1Q027SBEA_20150429,W011RC1Q027SBEA_20150730,W011RC1Q027SBEA_20150925,W011RC1Q027SBEA_20151029,W011RC1Q027SBEA_20160129,W011RC1Q027SBEA_20160226,W011RC1Q027SBEA_20160325,W011RC1Q027SBEA_20160428,W011RC1Q027SBEA_20160729,W011RC1Q027SBEA_20161028,W011RC1Q027SBEA_20161222,W011RC1Q027SBEA_20170127,W011RC1Q027SBEA_20170428,W011RC1Q027SBEA_20170728,W011RC1Q027SBEA_20171027,W011RC1Q027SBEA_20180126,W011RC1Q027SBEA_20180427,W011RC1Q027SBEA_20180628,W011RC1Q027SBEA_20180727,W011RC1Q027SBEA_20181026,W011RC1Q027SBEA_20190228,W011RC1Q027SBEA_20190328,W011RC1Q027SBEA_20190426,W011RC1Q027SBEA_20190530,W011RC1Q027SBEA_20190627,W011RC1Q027SBEA_20190726,W011RC1Q027SBEA_20190829,W011RC1Q027SBEA_20191030,W011RC1Q027SBEA_20191127,W011RC1Q027SBEA_20200130,W011RC1Q027SBEA_20200326,W011RC1Q027SBEA_20200429,W011RC1Q027SBEA_20200625,W011RC1Q027SBEA_20200730,W011RC1Q027SBEA_20201029,W011RC1Q027SBEA_20210128
2004-04-01,28.5,28.5,28.5,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,28.9,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.612,29.612,29.612,29.612,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.74,29.612,29.612,29.612
2004-07-01,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.56,30.56,30.56,30.56,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.475,30.475,30.475
2004-10-01,30.3,30.3,30.3,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.6,29.624,29.624,29.624,29.624,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.629,30.802,30.802,30.802
2005-01-01,32.1,32.1,32.1,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,30.6,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.4,31.444,31.444,31.444,31.444,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.277,31.444,31.444,31.444
2005-04-01,33.8,33.8,33.8,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.996,32.996,32.996,32.996,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.822,33.557,33.557,33.557
2005-07-01,34.0,34.0,34.0,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,32.2,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,32.96,32.96,32.96,32.96,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,33.013,32.876,32.876,32.876
2005-10-01,34.6,34.6,34.6,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.2,33.228,33.228,33.228,33.228,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.732,36.967,36.967,36.967
2006-01-01,37.1,37.1,37.1,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.7,36.748,36.748,36.748,36.748,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.808,36.995,36.995,36.995
2006-04-01,37.7,37.7,37.7,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,36.2,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.9,37.904,37.904,37.904,37.904,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.515,38.008,38.008,38.008
2006-07-01,38.6,38.6,38.6,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.464,38.464,38.464,38.464,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.607,38.381,38.381,38.381
2006-10-01,39.9,39.9,39.9,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.5,38.472,38.472,38.472,38.472,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,39.145,39.145,39.145
2007-01-01,43.5,43.5,43.5,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,40.1,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,40.955,41.108,41.108,41.108
2007-04-01,43.6,43.6,43.6,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.3,41.272,41.272,41.272,41.272,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,41.428,40.968,40.968,40.968
2007-07-01,44.5,44.5,44.5,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,40.7,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.4,42.36,42.36,42.36,42.36,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.962,44.572,44.572,44.572
2007-10-01,47.6,47.6,47.6,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.3,43.316,43.316,43.316,43.316,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,43.32,44.017,44.017,44.017
2008-01-01,49.6,49.6,49.6,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.8,43.5,43.5,43.5,43.5,43.5,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.292,44.292,44.292,44.292,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.76,43.964,43.964,43.964
2008-04-01,49.8,49.8,49.8,43.6,43.6,43.6,43.6,43.6,43.6,43.6,43.6,43.0,43.0,43.0,43.0,43.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.028,46.028,46.028,46.028,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,46.157,45.184,45.184,45.184
2008-07-01,49.7,49.7,49.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,43.7,41.7,41.7,41.7,41.7,41.7,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.8,44.836,44.836,44.836,44.836,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.129,45.045,45.045,45.045
2008-10-01,68.4,68.4,68.4,63.1,63.1,63.1,63.1,63.1,63.1,63.1,63.1,57.8,57.8,57.8,57.8,57.8,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.6,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,63.71,64.563,64.563,64.563
2009-01-01,70.5,70.5,70.5,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,60.9,60.9,60.9,60.9,60.9,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.4,67.392,67.392,67.392,67.392,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.49,65.769,65.769,65.769
2009-04-01,79.7,79.7,79.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,76.7,75.7,75.7,75.7,75.7,75.7,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.6,78.644,78.644,78.644,78.644,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,79.344,78.413,78.413,78.413
2009-07-01,61.1,61.1,61.1,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,58.5,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.3,59.288,59.288,59.288,59.288,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.161,60.071,60.071,60.071
2009-10-01,69.6,69.6,69.6,62.9,62.9,62.9,62.9,62.9,62.9,62.9,62.9,60.6,60.6,60.6,60.6,60.6,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.5,63.472,63.472,63.472,63.472,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,63.801,64.543,64.543,64.543
2010-01-01,68.6,68.6,68.6,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.7,66.716,66.716,66.716,66.716,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.304,66.576,66.576,66.576
2010-04-01,68.3,68.3,68.3,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,61.7,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.5,67.464,67.464,67.464,67.464,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,67.546,66.816,66.816,66.816
2010-07-01,71.7,71.7,71.7,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,70.028,70.028,70.028,70.028,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.293,70.275,70.275,70.275
2010-10-01,70.4,70.4,70.4,66.1,66.1,66.1,66.1,66.1,66.1,66.1,66.1,66.1,66.1,66.1,66.1,66.1,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.4,68.354,68.354,68.354,68.354,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.42,68.897,68.897,68.897
2011-01-01,69.7,69.7,69.7,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.5,67.5,67.5,67.5,67.5,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.2,68.214,68.214,68.214,68.214,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,67.892,68.24,68.24,68.24
2011-04-01,69.0,69.0,69.0,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.6,65.0,65.0,65.0,65.0,65.0,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.4,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,69.413,68.54,68.54,68.54
2011-07-01,68.1,68.1,68.1,66.8,66.8,66.8,66.8,66.8,66.8,66.8,66.8,65.6,65.6,65.6,65.6,65.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.6,66.59,66.59,66.59,66.59,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.791,66.779,66.779,66.779
2011-10-01,68.3,68.3,68.3,63.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,62.0,62.0,62.0,62.0,62.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.023,64.023,64.023,64.023,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.131,64.667,64.667,64.667
2012-01-01,68.3,68.3,68.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,59.9,59.9,59.9,59.9,59.9,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.5,60.515,60.515,60.515,60.515,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.24,60.472,60.472,60.472
2012-04-01,61.6,61.6,61.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,54.6,53.7,53.7,53.7,53.7,53.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.7,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.695,55.148,55.148,55.148
2012-07-01,53.1,53.1,53.1,45.6,45.6,45.6,45.6,45.6,45.6,45.6,45.6,46.1,46.1,46.1,46.1,46.1,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.6,49.597,49.597,49.597,49.597,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.77,49.619,49.619,49.619
2012-10-01,53.6,53.2,53.2,38.4,38.4,38.4,38.4,38.4,38.4,38.4,38.4,40.0,40.0,40.0,40.0,40.0,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.6,58.562,58.562,58.562,58.562,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,58.663,59.13,59.13,59.13
2013-01-01,,,69.0,53.9,53.9,53.9,53.9,53.9,53.9,53.9,53.9,58.1,58.1,58.1,58.1,58.1,66.9,66.9,66.9,66.9,66.9,66.9,66.9,66.6,66.6,66.6,66.6,66.6,66.6,66.628,66.628,66.628,66.628,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.059,65.419,65.419,65.419
2013-04-01,,,,57.1,57.4,57.4,57.4,57.4,57.4,57.4,57.4,62.7,62.7,62.7,62.7,62.7,65.4,65.4,65.4,65.4,65.4,65.4,65.4,64.2,64.2,64.2,64.2,64.2,64.2,64.234,64.234,64.234,64.234,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,62.471,61.884,61.884,61.884
2013-07-01,,,,,,51.1,51.0,51.0,51.0,51.0,51.0,56.3,56.3,56.3,56.3,56.3,63.5,63.5,63.5,63.5,63.5,63.5,63.5,62.8,62.8,62.8,62.8,62.8,62.8,62.803,62.803,62.803,62.803,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.253,61.128,61.128,61.128
2013-10-01,,,,,,,,59.3,55.5,56.3,56.3,61.0,61.0,61.0,61.0,61.0,88.5,88.5,88.5,88.5,88.5,88.5,88.5,89.1,89.1,89.1,89.1,89.1,89.1,89.134,89.134,89.134,89.134,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.26,88.614,88.614,88.614
2014-01-01,,,,,,,,,,,50.3,55.5,55.5,55.5,55.5,55.5,68.5,68.5,68.5,68.5,68.5,68.5,68.5,71.5,71.5,71.5,71.5,71.5,72.8,72.75,72.75,72.75,72.75,71.513,71.513,71.513,71.513,71.513,71.513,71.513,71.457,71.457,71.457,71.457,71.457,71.457,71.457,71.457,71.656,71.656,71.656
2014-04-01,,,,,,,,,,,,54.6,54.6,54.6,54.6,54.6,83.4,83.4,83.4,83.4,83.4,83.4,83.4,88.2,88.2,88.2,88.2,88.2,90.2,90.238,90.238,90.238,90.238,89.718,89.718,89.718,89.718,89.718,89.718,89.718,89.639,89.639,89.639,89.639,89.639,89.639,89.639,89.639,88.847,88.847,88.847
2014-07-01,,,,,,,,,,,,,104.2,104.2,104.2,104.2,106.5,106.5,106.5,106.5,106.5,106.5,106.5,112.9,112.9,112.9,112.9,112.9,115.0,114.962,114.962,114.962,114.962,114.744,114.744,114.744,114.744,114.744,114.744,114.744,114.685,114.685,114.685,114.685,114.685,114.685,114.685,114.685,114.881,114.881,114.881
2014-10-01,,,,,,,,,,,,,,62.0,59.8,59.8,63.8,63.8,63.8,63.8,63.8,63.8,63.8,71.7,71.7,71.7,71.7,71.7,73.3,73.263,73.263,73.263,73.263,73.214,73.214,73.214,73.214,73.214,73.214,73.214,73.229,73.229,73.229,73.229,73.229,73.229,73.229,73.229,73.625,73.625,73.625
2015-01-01,,,,,,,,,,,,,,,,56.1,61.6,61.6,61.6,61.6,61.6,61.6,61.6,68.9,68.9,68.9,68.9,68.9,73.4,73.402,73.402,73.402,73.402,72.947,72.947,72.947,72.947,72.947,72.947,72.947,71.094,71.094,71.094,71.094,71.094,71.094,71.094,71.094,71.587,71.587,71.587
2015-04-01,,,,,,,,,,,,,,,,,72.4,72.6,72.6,72.6,72.6,72.6,72.6,80.2,80.2,80.2,80.2,80.2,84.0,84.02,84.02,84.02,84.02,84.584,84.584,84.584,84.584,84.584,84.584,84.584,82.844,82.844,82.844,82.844,82.844,82.844,82.844,82.844,82.515,82.515,82.515
2015-07-01,,,,,,,,,,,,,,,,,,,55.9,55.9,55.9,55.9,55.9,62.9,62.9,62.9,62.9,62.9,66.6,66.564,66.564,66.564,66.564,67.661,67.661,67.661,67.661,67.661,67.661,67.661,66.059,66.059,66.059,66.059,66.059,66.059,66.059,66.059,66.092,66.092,66.092
2015-10-01,,,,,,,,,,,,,,,,,,,,74.0,70.5,71.7,71.7,79.0,79.0,79.0,79.0,79.0,84.0,83.982,83.982,83.982,83.982,85.728,85.728,85.728,85.728,85.728,85.728,85.728,84.315,84.315,84.315,84.315,84.315,84.315,84.315,84.315,84.512,84.512,84.512
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,73.2,79.1,79.1,79.1,79.1,79.1,82.6,82.564,82.564,82.564,82.564,83.345,83.345,83.345,83.345,83.345,83.345,83.345,82.937,82.937,82.937,82.937,82.937,82.937,82.937,82.937,83.112,83.112,83.112
2016-04-01,,,,,,,,,,,,,,,,,,,,,,,,80.1,80.1,80.1,80.1,80.1,84.0,84.043,84.043,84.043,84.043,85.783,85.783,85.783,85.783,85.783,85.783,85.783,85.437,85.437,85.437,85.437,85.437,85.437,85.437,85.437,84.869,84.869,84.869
2016-07-01,,,,,,,,,,,,,,,,,,,,,,,,,60.2,60.3,60.3,60.3,67.8,67.824,67.824,67.824,67.824,69.144,69.144,69.144,69.144,69.144,69.144,69.144,69.099,69.099,69.099,69.099,69.099,69.099,69.099,69.099,69.063,69.063,69.063
2016-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,74.2,74.2,78.9,78.867,78.867,78.867,78.867,80.728,80.728,80.728,80.728,80.728,80.728,80.728,81.044,81.044,81.044,81.044,81.044,81.044,81.044,81.044,81.689,81.689,81.689
2017-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.7,113.5,113.492,113.492,113.492,113.492,114.884,114.884,114.884,114.884,114.884,114.884,114.884,117.912,117.912,117.912,117.912,117.912,117.912,117.912,117.912,119.108,119.108,119.108
2017-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,70.696,70.696,70.696,70.696,71.599,71.599,71.599,71.599,71.599,71.599,71.599,73.514,73.514,73.514,73.514,73.514,73.514,73.514,73.514,73.511,73.511,73.511
2017-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.84,92.84,92.84,92.84,93.162,93.162,93.162,93.162,93.162,93.162,93.162,74.565,74.565,74.565,74.565,74.565,74.565,74.565,74.565,75.01,75.01,75.01
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.801,68.801,68.801,69.589,69.589,69.589,69.589,69.589,69.589,69.589,72.55,72.55,72.55,72.55,72.55,72.55,72.55,72.55,73.018,73.018,73.018
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.257,76.684,77.141,77.141,77.141,77.141,77.141,77.141,77.141,82.155,82.155,82.155,82.155,82.155,82.155,82.155,82.155,81.93,81.93,81.93
2018-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.976,79.976,79.976,79.976,79.976,79.976,79.976,84.029,84.029,84.029,84.029,84.029,84.029,84.029,84.029,81.658,81.658,81.658
2018-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.209,105.209,105.209,105.209,105.209,105.209,107.547,107.547,107.547,107.547,107.547,107.547,107.547,107.547,105.196,105.196,105.196
2018-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.389,68.987,68.987,68.987,68.987,70.259,70.259,70.259,70.259,70.259,70.259,70.259,70.259,66.914,66.914,66.914
2019-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.126,70.601,68.453,68.452,68.452,68.452,68.452,68.452,68.452,68.452,68.452,64.945,64.945,64.945
2019-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.496,68.166,68.166,68.166,68.166,68.166,68.166,68.166,63.047,63.047,63.047
2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.263,86.349,86.349,86.349,86.349,86.349,82.865,82.865,82.865
2019-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.576,63.532,63.532,63.532,60.54,60.54,60.54
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.171,59.133,54.821,54.821,54.821
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.923,57.923,57.923
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.507,58.507
2020-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.967
